Number,English sentence,Polish sentence,Number of words,Number of letters,Valence all,Arousal all,Dominance all,Origin all,Significance all,Source all,Valence Main Sample,Valence Main Sample,Valence Main Sample,Valence Main Sample Female,Valence Main Sample Female,Valence Main Sample Female,Valence Main Sample Male,Valence Main Sample Male,Valence Main Sample Male,Valence psych,Valence psych,Valence psych,Arousal Main Sample,Arousal Main Sample,Arousal Main Sample,Arousal Main Sample Female,Arousal Main Sample Female,Arousal Main Sample Female,Arousal Main Sample  Male,Arousal Main Sample  Male,Arousal Main Sample  Male,Arousal psych,Arousal psych,Arousal psych,Dominance Main Sample,Dominance Main Sample,Dominance Main Sample,Dominance Main Sample Female,Dominance Main Sample Female,Dominance Main Sample Female,Dominance Main Sample Male,Dominance Main Sample Male,Dominance Main Sample Male,Dominance psych,Dominance psych,Dominance psych,Origin Main Sample,Origin Main Sample,Origin Main Sample,Origin Main Sample Female,Origin Main Sample Female,Origin Main Sample Female,Origin Main Sample Male,Origin Main Sample Male,Origin Main Sample Male,Origin psych,Origin psych,Origin psych,Significance Main Sample,Significance Main Sample,Significance Main Sample,Significance Main Sample Female,Significance Main Sample Female,Significance Main Sample Female,Significance Main Sample Male,Significance Main Sample Male,Significance Main Sample Male,Significance psych,Significance psych,Significance psych,Source Main Sample,Source Main Sample,Source Main Sample,Source Main Sample Female,Source Main Sample Female,Source Main Sample Female,Source Main Sample Male,Source Main Sample Male,Source Main Sample Male,Source psych,Source psych,Source psych,,,,,,,,,,
661,The grass is always greener on the other side.,"Wszędzie jest dobrze, gdzie nas nie ma.",7,39,4.85,4.02,3.35,5.75,3.17,4.71,52,4.85,1.85,26,4.88,2,26,4.81,1.69,,,,52,4.02,2.64,26,4,2.66,26,4.04,2.62,,,,52,3.35,2.33,26,3.69,2.48,26,3,2.19,,,,52,5.75,2.37,26,5.62,2.22,26,5.88,2.51,,,,53,3.17,1.93,27,3.37,1.76,26,2.96,2.11,,,,55,4.71,2.31,25,5.28,2.55,30,4.23,2.1,,,,871716.5714,268084,12.59,0.00,0.00,0.33,0.17,0.00,0.00,0.50
662,"They all looked the same, that is, like nothing much.","Wszystkie one wyglądały tak samo, to znaczy nijako.",8,51,4.63,3.18,4.29,5.58,2.94,4.71,52,4.63,1.03,26,4.54,1.07,26,4.73,0.99,,,,51,3.18,2.09,25,3.36,2.18,26,3,2.01,,,,52,4.29,2.06,26,4.77,2.28,26,3.81,1.84,,,,53,5.58,2.25,26,5.77,2.1,27,5.41,2.39,,,,52,2.94,2.3,26,2.88,2.13,26,3,2.48,,,,52,4.71,2,26,4.69,2.02,26,4.73,1.99,,,,504235.625,43408,9.96,0.13,0.38,0.25,0.00,0.00,0.00,0.25
663,"Everything will go as it should, and you will learn to live, when you believe in yourself.","Wszystko Ci pójdzie jak należy i żyć się nauczysz, gdy w siebie uwierzysz.",13,74,7.21,4.12,6.37,5.37,6.4,3.31,52,7.21,1.78,26,7.5,1.55,26,6.92,2.01,,,,52,4.12,2.42,26,3.88,2.21,26,4.35,2.62,,,,52,6.37,2.74,26,7,2.8,26,5.73,2.68,,,,52,5.37,3.11,26,4.96,3.1,26,5.77,3.11,,,,52,6.4,2.56,26,6.85,2.58,26,5.96,2.55,,,,52,3.31,2.46,26,2.85,2.28,26,3.77,2.64,,,,548123,105676,11.41,0.09,0.00,0.45,0.00,0.27,0.09,0.09
664,"It doesn’t matter if you have a hundred years, a year, or a week ahead of you – you always have everything ahead of you.","Wszystko jedno, czy się ma przed sobą sto lat, rok czy tydzień, zawsze się ma przed sobą wszystko.",18,98,6.77,4.21,6.93,3.56,6.13,4.54,52,6.77,1.51,26,7.73,1.44,26,5.81,1.57,,,,52,4.21,2.88,26,4.62,2.87,26,3.81,2.9,,,,56,6.93,2.55,26,7.62,2.23,30,6.33,2.82,,,,52,3.56,2.31,26,3.35,2.33,26,3.77,2.28,,,,52,6.13,2.04,26,6.81,2.48,26,5.46,1.6,,,,52,4.54,1.91,26,4.65,1.98,26,4.42,1.83,,,,383857.2778,95098,11.61,0.33,0.07,0.13,0.00,0.00,0.13,0.33
665,Everything can be poetry and anyone can be a poet.,Wszystko może być poezją i każdy może być poetą.,9,48,5.85,3.19,5.04,3.42,3.92,4.38,52,5.85,1.93,26,6.23,1.91,26,5.46,1.95,,,,52,3.19,2.13,26,3.38,2.29,26,3,1.97,,,,52,5.04,2.84,26,5.19,2.69,26,4.88,2.98,,,,52,3.42,2.93,26,2.54,2.73,26,4.31,3.13,,,,52,3.92,2.72,26,3.85,2.79,26,4,2.64,,,,52,4.38,2.58,26,3.42,2.55,26,5.35,2.6,,,,319230.6667,230356,10.85,0.33,0.11,0.22,0.00,0.11,0.00,0.22
666,Then I lay down on my wife’s corpse and told them to shoot me.,"Wtedy położyłem się na zwłokach mojej żony i powiedziałem, żeby mnie zastrzelili.",12,81,3.17,5.62,3.61,2.08,6.92,4.26,53,3.17,2.69,27,3.33,2.95,26,3,2.42,,,,52,5.62,3.23,26,6.38,3.09,26,4.85,3.37,,,,51,3.61,3.05,26,3.5,2.91,25,3.72,3.19,,,,52,2.08,1.92,26,1.62,1.7,26,2.54,2.13,,,,52,6.92,2.71,26,7.65,2.58,26,6.19,2.84,,,,50,4.26,2.76,24,4.21,2.8,26,4.31,2.72,,,,514777.3333,54991,10.61,0.18,0.09,0.27,0.00,0.18,0.09,0.18
667,"They ran out into the street, which was dug up due to roadwork.",Wybiegli na ulicę rozkopaną przez roboty drogowe.,7,49,4.68,3.9,4.62,5.12,3.27,6.13,56,4.68,1.56,26,4.46,1.55,30,4.87,1.58,,,,52,3.9,2.68,26,3.62,2.63,26,4.19,2.74,,,,52,4.62,1.82,26,4.58,1.99,26,4.65,1.65,,,,52,5.12,2.18,26,4.62,2.27,26,5.62,2.1,,,,52,3.27,2.53,26,3.35,2.66,26,3.19,2.41,,,,52,6.13,2.18,26,6.38,2.11,26,5.88,2.25,,,,283126.6667,7376.5,8.69,0.33,0.17,0.17,0.00,0.00,0.33,0.00
668,"It looks most beautifully in the world, always, as of now, as of a second ago, since forever. ","Wygląda najpiękniej na świecie, wciąż, od teraz, od sekundy, od zawsze.",11,71,7.85,5.38,6.38,2,6.37,4.98,55,7.85,1.62,26,8.23,1.45,29,7.52,1.76,,,,52,5.38,2.88,26,5.5,2.81,26,5.27,2.95,,,,52,6.38,2.35,26,7.31,2.74,26,5.46,1.95,,,,52,2,1.32,26,1.77,1.09,26,2.23,1.54,,,,52,6.37,2.69,26,6.15,2.94,26,6.58,2.43,,,,52,4.98,3.02,26,4.15,2.98,26,5.81,3.05,,,,250484.2727,103927,10.73,0.18,0.00,0.09,0.09,0.00,0.36,0.27
669,You look so sexy I would gladly eat you up!,"Wyglądasz tak seksownie, że z chęcią bym Cię schrupał!",9,54,7.52,6.68,6.55,2.92,4.9,4.06,52,7.52,1.77,26,7.65,1.75,26,7.38,1.78,,,,50,6.68,2.8,24,6.92,2.58,26,6.46,3.01,,,,53,6.55,2.23,27,6.52,2.45,26,6.58,2,,,,52,2.92,2.15,26,2.65,1.96,26,3.19,2.33,,,,52,4.9,2.4,26,5,2.4,26,4.81,2.4,,,,52,4.06,2.77,26,3.69,2.71,26,4.42,2.82,,,,504597.125,175403.5,11.08,0.14,0.00,0.14,0.14,0.14,0.14,0.29
670,Winning the lottery is incredible luck and a windfall that can change your life!,"Wygrana na loterii to niesłychane szczęście i przypływ gotówki, który może odmienić życie!",13,90,7.94,6.44,5.31,4.79,6.2,4.87,52,7.94,1.58,26,8.04,1.64,26,7.85,1.52,,,,52,6.44,2.73,26,6.88,2.64,26,6,2.82,,,,52,5.31,2.77,26,4.73,2.95,26,5.88,2.6,,,,52,4.79,2.63,26,4.08,2.56,26,5.5,2.71,,,,56,6.2,2.77,26,6.65,2.59,30,5.8,2.93,,,,52,4.87,2.8,26,4.46,2.94,26,5.27,2.66,,,,523520.5,9149.5,9.53,0.42,0.25,0.08,0.00,0.08,0.08,0.08
671,"The exchanged grim glances, devoid of any pretense.","Wymienili między sobą ponure, odarte ze sztuczności spojrzenia.",8,63,4.12,3.83,4.65,4.58,4.15,4.08,52,4.12,1.59,26,4,1.55,26,4.23,1.63,,,,52,3.83,2.38,26,4.12,2.32,26,3.54,2.44,,,,52,4.65,2.1,26,4.77,2.15,26,4.54,2.04,,,,52,4.58,2.6,26,4.58,2.48,26,4.58,2.73,,,,52,4.15,2.34,26,4.27,2.27,26,4.04,2.4,,,,52,4.08,2.15,26,4.38,2.32,26,3.77,1.98,,,,32563.875,530,6.78,0.29,0.14,0.29,0.00,0.00,0.29,0.00
672,I am imagining taking a shower with you; guess where my fingers are right now.,"Wyobrażam sobie właśnie prysznic z Tobą, zgadnij gdzie są w tej chwili moje palce.",14,82,7.08,6.27,6.5,3,5.08,4.24,52,7.08,2.15,26,7.04,2.03,26,7.12,2.27,,,,52,6.27,2.65,26,6.42,2.71,26,6.12,2.59,,,,52,6.5,2.73,26,6.65,2.61,26,6.35,2.85,,,,52,3,1.94,26,2.88,2.08,26,3.12,1.81,,,,52,5.08,2.78,26,4.46,2.91,26,5.69,2.65,,,,51,4.24,2.34,26,4.12,2.29,25,4.36,2.39,,,,297718.1429,96739.5,10.9,0.25,0.17,0.25,0.00,0.00,0.17,0.17
673,"Drink it at once, because a drink served by a kind hand heal pain best. ","Wypij od razu, bo napój podany życzliwą ręką najlepiej koi ból.",11,63,5.54,3.92,4.35,3.44,4.38,4.9,52,5.54,2.06,26,5.88,2.19,26,5.19,1.93,,,,52,3.92,2.15,26,3.73,2.08,26,4.12,2.21,,,,52,4.35,1.42,26,4.42,1.45,26,4.27,1.38,,,,52,3.44,2.1,26,3.5,2.2,26,3.38,2,,,,52,4.38,2.16,26,4,2.14,26,4.77,2.17,,,,52,4.9,2.57,26,4.92,2.44,26,4.88,2.71,,,,39353.27273,3090,7.99,0.45,0.09,0.18,0.09,0.09,0.09,0.00
674,"He appeared in various knightly tournaments, presenting his masculinity.","Występował w różnych turniejach rycerskich, przedstawiając swoją męskość.",8,73,6.25,5.15,6.35,5.02,3.87,4.47,52,6.25,1.72,26,6.12,1.87,26,6.38,1.56,,,,52,5.15,2.57,26,5.31,2.83,26,5,2.32,,,,52,6.35,2.44,26,6,2.26,26,6.69,2.63,,,,52,5.02,1.87,26,4.77,1.84,26,5.27,1.9,,,,52,3.87,2.38,26,3.77,2.51,26,3.96,2.26,,,,53,4.47,2.16,26,4.5,2.11,27,4.44,2.21,,,,227728.875,204.5,6.83,0.25,0.38,0.25,0.00,0.00,0.13,0.00
675,"Exploitation consists not of taking the proletariat’s money, but its time and space.","Wyzysk polega nie na odbieraniu proletariuszowi pieniędzy, tylko czasu i przestrzeni.",11,85,4.12,4.94,4.26,6.04,4.98,6.19,52,4.12,1.49,26,4,1.46,26,4.23,1.51,,,,50,4.94,2.47,24,5.21,2.3,26,4.69,2.62,,,,53,4.26,2.44,27,4.26,2.42,26,4.27,2.45,,,,52,6.04,2.32,26,6.5,2.45,26,5.58,2.2,,,,52,4.98,2.03,26,5.38,2.01,26,4.58,2.05,,,,52,6.19,2.47,26,6.65,2.52,26,5.73,2.42,,,,725559.5,42711.5,10.05,0.40,0.00,0.20,0.00,0.10,0.10,0.20
676,"He strengthened his grip until he heard the warning crunch of bones, and tears of pain flowed from the contorted face.","Wzmacniał uchwyt, dopóki nie usłyszał ostrzegawczego chrzęstu kości, a po wykrzywionej twarzy nie spłynęły łzy bólu.",16,116,3.17,6.25,5.13,4.42,4.87,4.85,52,3.17,2.04,26,1.81,1.81,26,4.54,2.26,,,,52,6.25,2.53,26,7.23,2.5,26,5.27,2.57,,,,52,5.13,2.82,26,5.04,2.83,26,5.23,2.81,,,,52,4.42,2.36,26,4.35,2.43,26,4.5,2.28,,,,52,4.87,2.09,26,5.19,2.28,26,4.54,1.91,,,,52,4.85,2.28,26,5.19,2.31,26,4.5,2.25,,,,625255.5714,4926.5,8.6,0.36,0.07,0.21,0.00,0.14,0.07,0.14
677,"I raise a toast to the bride and groom, to their luck in life!","Wznoszę toast za państwa młodych, aby szczęściło im się w życiu!",11,64,7.19,6.23,6.17,3.73,5.21,5.42,52,7.19,1.75,26,7.5,1.51,26,6.88,2,,,,52,6.23,2.34,26,6.58,2.5,26,5.88,2.18,,,,52,6.17,2.33,26,6.77,2.13,26,5.58,2.53,,,,52,3.73,2.8,26,3,2.63,26,4.46,2.96,,,,52,5.21,2.46,26,4.88,2.31,26,5.54,2.62,,,,53,5.42,2.64,26,5.77,2.66,27,5.07,2.62,,,,464252.4,32089,9.43,0.20,0.10,0.20,0.00,0.20,0.20,0.10
678,"A gloomy, perfect peace seeped out of the black windows. ","Z czarnych okien wiało posępnym, idealnym spokojem.",7,51,4.87,2.7,5.47,5.25,3.4,5.21,52,4.87,1.28,26,4.38,1.19,26,5.35,1.36,,,,50,2.7,2.07,24,2.83,2.22,26,2.58,1.93,,,,53,5.47,2.03,27,4.96,2.11,26,6,1.95,,,,52,5.25,2.52,26,5.27,2.77,26,5.23,2.27,,,,52,3.4,2.06,26,3,2.15,26,3.81,1.97,,,,52,5.21,2.28,26,4.88,2.25,26,5.54,2.3,,,,194949,768,6.74,0.29,0.43,0.14,0.00,0.00,0.14,0.00
679,"Streams of real human blood drip from the icon, leaking without end.","Z ikony tej kapią strugi prawdziwej ludzkiej krwi, cieknącej bez końca.",11,71,2.81,4.96,3.5,4.21,5.13,4.92,52,2.81,1.89,26,1.77,2.1,26,3.85,1.67,,,,52,4.96,2.46,26,5.08,2.36,26,4.85,2.56,,,,56,3.5,2.15,26,3.08,2.31,30,3.87,2.01,,,,52,4.21,2.56,26,4.62,2.52,26,3.81,2.59,,,,52,5.13,2.52,26,5.31,2.67,26,4.96,2.37,,,,52,4.92,2.4,26,4.88,2.45,26,4.96,2.34,,,,158989.2,8707.5,8.05,0.40,0.30,0.10,0.00,0.00,0.20,0.00
680,"Love is like renal colic; until it accosts you, you can’t even imagine what it’s like.","Z miłością jest jak z kolką nerkową, dopóki nie chwyci cię atak, nawet sobie nie wyobrażasz, co to takiego.",19,107,5.4,4.16,5.21,3.92,5.21,4.69,53,5.4,1.91,26,6.08,1.86,27,4.74,1.95,,,,51,4.16,2.41,26,4.62,2.35,25,3.68,2.47,,,,52,5.21,1.8,26,4.58,1.82,26,5.85,1.78,,,,51,3.92,2.64,25,3.64,2.82,26,4.19,2.46,,,,52,5.21,2.62,26,4.77,2.57,26,5.65,2.67,,,,52,4.69,2.29,26,5,2.23,26,4.38,2.36,,,,910504.1053,190674,10.82,0.29,0.12,0.18,0.00,0.12,0.12,0.18
681,We can speak of complete tolerance when we are not internally affected by behavior that deviates from the norm.,"Z pełną tolerancją mamy do czynienia wtedy, kiedy zachowania odbiegające od normy nie poruszają nas wewnętrznie.",16,112,5.83,5.83,4.08,3.65,5.58,3.42,52,5.83,2.38,26,5.96,2.34,26,5.69,2.41,,,,52,5.83,2.43,26,6.15,2.43,26,5.5,2.44,,,,52,4.08,2.33,26,4.08,2.17,26,4.08,2.49,,,,51,3.65,2.7,25,3.92,2.67,26,3.38,2.73,,,,53,5.58,2.44,27,5.44,2.38,26,5.73,2.49,,,,53,3.42,2.45,26,3.27,2.52,27,3.56,2.38,,,,441705.1875,31339,9.26,0.27,0.07,0.20,0.07,0.07,0.20,0.13
682,With the beginning of July I began to sense how little separated me from death.,"Z początkiem lipca poczułem, ile dzieli mnie naprawdę od śmierci.",10,65,5.44,3.21,4.81,5.67,5.43,4.75,52,5.44,1.41,26,5.58,1.37,26,5.31,1.45,,,,52,3.21,1.87,26,3.38,2.1,26,3.04,1.65,,,,52,4.81,2.39,26,4.54,2.25,26,5.08,2.53,,,,52,5.67,2.44,26,5.35,2.45,26,6,2.43,,,,51,5.43,2.48,26,5.35,2.4,25,5.52,2.55,,,,53,4.75,2.24,26,4.42,2.19,27,5.07,2.29,,,,247226.8,35744.5,10.02,0.38,0.00,0.25,0.00,0.00,0.25,0.13
683,"Among the different varieties of love, the worst is one partner besetting and besieging the other.",Z pośród różnych odmian miłości najgorsze jest usidlenie i osaczenie jednego partnera przez drugiego.,14,101,3.81,5.19,4.29,4.98,6.04,3.77,52,3.81,1.68,26,3.04,1.71,26,4.58,1.66,,,,52,5.19,2.85,26,5.35,3.09,26,5.04,2.61,,,,52,4.29,2.61,26,3,2.65,26,5.58,2.56,,,,52,4.98,2.81,26,5.19,2.88,26,4.77,2.74,,,,52,6.04,2.89,26,6.42,2.69,26,5.65,3.09,,,,52,3.77,2.69,26,3.92,2.84,26,3.62,2.55,,,,332556.5385,4866,9.26,0.23,0.31,0.15,0.00,0.08,0.23,0.00
684,"Constant cries came from the opposite direction, broadcasting death sentences.","Z przeciwka dochodziły ciągle okrzyki, donoszące o wyrokach skazujących na śmierć.",11,82,3.65,5,4.37,4.12,6.12,4.38,52,3.65,1.94,26,3.81,2.14,26,3.5,1.73,,,,52,5,2.66,26,5.12,2.84,26,4.88,2.49,,,,52,4.37,2.71,26,3.92,2.71,26,4.81,2.71,,,,52,4.12,2.88,26,3.58,2.72,26,4.65,3.03,,,,52,6.12,2.26,26,5.92,2.08,26,6.31,2.45,,,,56,4.38,2.45,26,4.15,2.33,30,4.57,2.56,,,,371633.9,10352,7.97,0.30,0.00,0.20,0.10,0.00,0.30,0.10
685,"Of the exultations, the one that remains is  to raise my eyebrows; of the affects, a shrug of the shoulders.","Z uniesień pozostało mi uniesienie brwi, ze wzruszeń - wzruszenie ramion.",11,73,2.58,6.62,3.04,4.58,6.9,5.58,50,2.58,1.45,24,2.04,1.38,26,3.08,1.52,,,,52,6.62,2.59,26,7.19,2.39,26,6.04,2.79,,,,53,3.04,2.43,27,3.59,2.56,26,2.46,2.3,,,,52,4.58,1.65,26,5.19,1.48,26,3.96,1.81,,,,52,6.9,2.11,26,7,2.09,26,6.81,2.12,,,,52,5.58,2.56,26,5.85,2.63,26,5.31,2.49,,,,212285,549.5,7.4,0.56,0.00,0.22,0.00,0.00,0.22,0.00
686,Love is like a pear. A pear is sweet and shapely. Try defining the shape of a pear.,Z miłością jest jak z gruszką. Gruszka jest słodka i ma kształt. Spróbuj zdefiniować kształt gruszki.,16,101,4.38,3.19,4.12,5.62,3.9,4.35,52,4.38,2.35,26,4.19,2.31,26,4.58,2.39,,,,52,3.19,2.09,26,3.58,2.38,26,2.81,1.8,,,,52,4.12,2.33,26,4.12,2.15,26,4.12,2.5,,,,52,5.62,3.04,26,5.54,3.15,26,5.69,2.94,,,,52,3.9,2.59,26,3.62,2.57,26,4.19,2.62,,,,52,4.35,2.78,26,3.81,2.7,26,4.88,2.86,,,,684.5,684.5,5.96,1.00,0.00,0.00,0.00,0.00,0.00,0.00
687,He began cheating on me when I got pregnant with my  second child.,"Zaczął mnie zdradzać, kiedy zaszłam w ciążę z drugim dzieckiem.",10,63,1.73,7.24,2.94,3.76,6.52,4.18,52,1.73,1.19,26,1.58,1.29,26,1.88,1.09,,,,51,7.24,1.94,25,7.96,2,26,6.54,1.89,,,,54,2.94,2.55,27,2.56,2.59,27,3.33,2.52,,,,51,3.76,2.56,26,3.62,2.69,25,3.92,2.42,,,,52,6.52,2.6,26,6.19,2.88,26,6.85,2.32,,,,51,4.18,2.65,25,3.52,2.79,26,4.81,2.51,,,,400319.1,8626.5,9.94,0.22,0.11,0.33,0.00,0.11,0.22,0.00
688,"Rumors are beginning to fly that they are sick, that they will bring an epidemic upon the city.","Zaczynają krążyć plotki, że to ludzie chorzy, że sprawdzą na miasto epidemię.",12,77,3.17,5.12,3.1,5.96,5.29,5.79,52,3.17,2.04,26,2.85,1.62,26,3.5,2.45,,,,52,5.12,1.92,26,5.04,2.18,26,5.19,1.66,,,,52,3.1,2.15,26,3.08,2.27,26,3.12,2.03,,,,52,5.96,1.96,26,6.12,1.91,26,5.81,2,,,,52,5.29,2.66,26,5.73,2.4,26,4.85,2.93,,,,52,5.79,2.24,26,5.19,2.37,26,6.38,2.11,,,,588136.4167,7712,9.67,0.42,0.08,0.25,0.00,0.17,0.08,0.00
689,"Informed on by a „passer by”, he was arrested and placed in a People’s Commissariat Internal Affairs jail. ","Zadenuncjowany przez ""przechodnia"" został aresztowany i osadzony w więzieniu NKWD.",10,82,2.4,5.63,3.23,5.59,5.88,6.27,53,2.4,1.61,26,2.38,1.5,27,2.41,1.72,,,,51,5.63,2.62,26,5.88,2.53,25,5.36,2.71,,,,52,3.23,2.64,26,2.54,2.7,26,3.92,2.57,,,,51,5.59,2.34,25,6.6,2.43,26,4.62,2.25,,,,52,5.88,2.49,26,6.12,2.54,26,5.65,2.44,,,,52,6.27,2.67,26,6.96,2.65,26,5.58,2.68,,,,383897.3333,6525,8.84,0.33,0.11,0.22,0.00,0.11,0.22,0.00
690,"A breakdown is a state in which in one second I want to cry, and in the next I want to die.","Załamanie to stan, kiedy w jednej sekundzie chce mi się płakać, a w drugiej umrzeć.",15,83,2.9,4.98,2.98,3.5,5.17,3.75,52,2.9,2.4,26,3,2.13,26,2.81,2.67,,,,52,4.98,2.64,26,5.77,2.42,26,4.19,2.85,,,,52,2.98,2.19,26,3.58,2.61,26,2.38,1.77,,,,52,3.5,2.73,26,2.81,2.39,26,4.19,3.07,,,,53,5.17,2.54,26,5.5,2.03,27,4.85,3.02,,,,51,3.75,2.72,26,2.88,2.58,25,4.64,2.86,,,,684520.3333,90033,11.04,0.21,0.14,0.29,0.00,0.14,0.14,0.07
691,The smell of freshly-baked bread and real country butter evokes idyllic images. ,Zapach świeżo pieczonego chleba i prawdziwego wiejskiego masła budzi w nas wyobrażenia sielanki.,13,96,6.77,3.54,5.23,3.81,4.17,5.54,52,6.77,1.84,26,7.27,1.29,26,6.27,2.39,,,,52,3.54,2.6,26,3.42,2.73,26,3.65,2.47,,,,52,5.23,2,26,5.19,2.03,26,5.27,1.96,,,,52,3.81,2.41,26,3.04,2.18,26,4.58,2.64,,,,52,4.17,2.71,26,3.81,2.39,26,4.54,3.04,,,,56,5.54,2.24,26,4.65,2.32,30,6.3,2.16,,,,263046.9231,1210,7.84,0.42,0.17,0.17,0.08,0.08,0.08,0.00
692,"Whenever I see people who are friendly and smiling at each other, I also smile broadly. ","Zawsze kiedy widzę ludzi przyjaźnie usposobionych i uśmiechających się do siebie, ja również szeroko się uśmiecham.",16,115,7.17,4.81,5.73,2.65,5.12,5.2,52,7.17,1.7,26,7.62,1.83,26,6.73,1.57,,,,52,4.81,2.41,26,4.12,2.76,26,5.5,2.07,,,,52,5.73,2.42,26,5.85,2.53,26,5.62,2.3,,,,52,2.65,2.18,26,2.19,1.79,26,3.12,2.58,,,,52,5.12,2.26,26,5.31,2.27,26,4.92,2.25,,,,51,5.2,2.4,25,5.48,2.36,26,4.92,2.43,,,,530501.4667,70436,10.46,0.08,0.00,0.23,0.15,0.15,0.08,0.31
693,Someone is always waiting for someone else in the world.,Zawsze na świecie ktoś na kogoś czeka.,7,38,6.65,4.43,5.49,3.35,6,4.35,52,6.65,2.02,26,6.92,1.9,26,6.38,2.14,,,,51,4.43,2.9,25,4.64,2.95,26,4.23,2.85,,,,53,5.49,2.07,27,5.74,2.19,26,5.23,1.96,,,,52,3.35,2.47,26,2.88,2.45,26,3.81,2.48,,,,52,6,2.49,26,6.5,2.08,26,5.5,2.9,,,,52,4.35,2.31,26,4.19,2.34,26,4.5,2.28,,,,470048.2857,88852,11.66,0.43,0.00,0.14,0.00,0.00,0.29,0.14
694,My tooth aches and I am mad at the whole world.,Ząb mnie boli i jestem wściekły na cały świat.,9,46,2.75,6.73,4.4,3.96,4.37,3.7,52,2.75,1.39,25,2.24,1.44,27,3.22,1.33,,,,52,6.73,2.43,26,6.73,2.56,26,6.73,2.3,,,,52,4.4,2.63,26,4.15,2.57,26,4.65,2.68,,,,52,3.96,2.51,26,3.54,2.44,26,4.38,2.57,,,,52,4.37,2.43,26,4.35,2.52,26,4.38,2.34,,,,50,3.7,1.93,25,3.8,2.13,25,3.6,1.73,,,,450655.8889,49676,11.05,0.25,0.25,0.25,0.00,0.13,0.13,0.00
695,"There have been reviews that, with sadistic slowness, lasted from seven to nine.","Zdarzały się rewizje, które z sadystyczną powolnością ciągnęły się od siódmej do dziesiątej.",13,92,3.23,4.77,3.88,6.04,5.21,5.45,52,3.23,1.7,25,3.52,1.98,27,2.96,1.43,,,,52,4.77,2.47,26,4.31,2.53,26,5.23,2.4,,,,52,3.88,2.52,26,3,2.31,26,4.77,2.73,,,,52,6.04,2.37,26,6.5,2.45,26,5.58,2.29,,,,52,5.21,2.33,26,5.31,2.51,26,5.12,2.15,,,,51,5.45,2.47,26,5.27,2.69,25,5.64,2.24,,,,558479.0769,1019,8.42,0.15,0.31,0.15,0.00,0.00,0.23,0.15
696,"We will die alone and lonely, and memory of us will erode.","Zdechniemy osobno i samotnie, a pamięć o nas ulegnie zatarciu.",10,62,2.9,4.38,2.92,4.58,5.25,4.44,52,2.9,2.5,26,2.58,2.45,26,3.23,2.54,,,,52,4.38,2.65,26,4.92,2.64,26,3.85,2.65,,,,52,2.92,2.45,26,2.77,2.52,26,3.08,2.38,,,,52,4.58,2.83,26,4.58,2.51,26,4.58,3.14,,,,56,5.25,2.5,26,5.88,2.56,30,4.7,2.45,,,,52,4.44,2.7,26,4.35,2.76,26,4.54,2.64,,,,312756.6,3156,8.7,0.22,0.00,0.22,0.22,0.22,0.11,0.00
697,"Cheating on Bart, with whom we cheated on Andy, does not mean we are back with Andy.","Zdradzając Bartka, dla którego zdradziliśmy Antka, nie wracamy wcale znów do Antka.",12,83,3.73,4.29,4.55,5.25,4.12,3.79,52,3.73,1.89,26,3.65,1.9,26,3.81,1.89,,,,52,4.29,2.59,26,3.77,2.41,26,4.81,2.76,,,,56,4.55,2.63,26,5.19,2.56,30,4,2.69,,,,52,5.25,2.73,26,5.19,2.63,26,5.31,2.82,,,,51,4.12,2.2,25,3.8,2.19,26,4.42,2.2,,,,53,3.79,2.02,27,3.33,2.03,26,4.27,2.01,,,,583296.5556,21601,9.72,0.00,0.11,0.33,0.00,0.00,0.22,0.33
698,"The sting of a needle, an anti-coagulant injection, roused him from sleep. ","Ze snu wyrwało go uszczypnięcie igły, którą podawano mu środek przeciwko zakrzepom.",12,83,3.5,5.23,3.62,5.23,4.13,4.65,52,3.5,1.63,26,3.38,1.72,26,3.62,1.53,,,,52,5.23,2.25,26,5.42,2.1,26,5.04,2.41,,,,52,3.62,2.13,26,3.31,1.95,26,3.92,2.3,,,,56,5.23,2.28,26,5.85,2.49,30,4.7,2.1,,,,52,4.13,2.49,26,4.77,2.66,26,3.5,2.33,,,,51,4.65,2.56,26,4.73,2.66,25,4.56,2.46,,,,62902.08333,3098,7.72,0.50,0.10,0.20,0.00,0.00,0.20,0.00
699,"I got angry then, and sad; I knew I was all alone and no one understood me.","Zezłościłem się wtedy i posmutniałem, widziałem, że jestem zupełnie sam i że nikt mnie nie rozumie.",16,99,2.45,4.37,2.62,3.58,5.67,3.9,56,2.45,1.74,26,2.19,1.88,30,2.67,1.61,,,,52,4.37,2.86,26,4.35,3.14,26,4.38,2.59,,,,52,2.62,2.1,26,1.69,1.9,26,3.54,2.3,,,,52,3.58,2.31,26,3.54,2.38,26,3.62,2.24,,,,52,5.67,2.52,26,6.04,2.84,26,5.31,2.2,,,,52,3.9,2.55,26,3.12,2.43,26,4.69,2.66,,,,857434.2,355860,11.83,0.07,0.07,0.29,0.07,0.29,0.00,0.21
