Words,Length,AROU M,AROU SD,VAL M,VAL SD
surf (breaking waves),4,5.4,2.428,6.314,1.26
surf (riding waves),4,5.939,1.874,6.735,1.379
surfer,6,5.143,2.127,5.941,1.211
surge,5,5.906,1.958,4.968,1.282
surgeon,7,4.829,2.21,6.4,1.66
surgery,7,5.469,2.773,3.939,1.906
surplus,7,4.032,2.177,5.182,2.139
surprise,8,7.353,1.185,7.088,1.502
surprising,10,6.412,1.912,6.515,1.329
surrender,9,5,2.121,3.344,1.079
surveyor,8,3,1.789,5,0.577
survive,7,6.235,2.17,7.143,1.743
survivor,8,6.242,1.232,7.424,1.326
suspect,7,4.656,2.056,3.088,0.981
suspend,7,4.686,1.879,3.8,1.489
suspended,9,4.546,2.162,3.059,0.998
suspension,10,4.727,2.526,4.212,1.343
suspicion,9,5.2,2.04,2.771,1.149
sustain,7,3.97,2.303,6.455,1.35
sustenance,10,4.394,2.044,6.697,1.507
swamp,5,3.486,1.857,3.636,1.123
swan,4,4.6,2.44,6.636,1.367
swarm,5,4.588,2.002,3.441,1.418
sway,4,4.121,1.935,5.229,1.221
sweat,5,4.971,2.358,4.457,1.679
sweater,7,3.697,2.022,5.515,1.077
sweatshirt,10,3.485,1.811,5.656,1.24
sweaty,6,3.636,2.227,3.091,1.164
sweep,5,3.743,1.872,4.829,1.298
sweeper,7,3.677,1.921,5.061,1.071
sweet,5,6.2,2.175,7.647,1.453
sweet (nice),5,5.667,1.964,7.971,1.043
sweet (sugar),5,5.794,2.041,6.912,1.222
sweetheart,10,6.029,2.229,7.242,1.577
sweets,6,6.657,1.897,6.735,1.668
swift,5,5.059,1.984,6,1.498
swift (bird),5,4.5,2.104,5.735,1.22
swift (quick),5,5.581,2.044,6.258,0.983
swim,4,4.758,2.189,5.829,1.665
swimmer,7,4.839,1.706,6.118,1.022
swimming,8,5.1,1.972,6.097,1.489
swindle,7,3.645,1.944,2.839,1.37
swing,5,5.394,2.131,5.758,1.256
sword,5,5.714,2.3,4.147,1.353
syllable,8,3.471,1.835,5.303,0.674
symbol,6,4.636,2.086,5.469,1.03
sympathy,8,5.294,2.217,6.088,1.853
symphony,8,5.382,2.389,6.971,1.175
symptom,7,4.226,1.913,3.5,1.275
synagogue,9,2.971,1.524,5.121,0.769
syphilis,8,5.065,2.614,1.677,0.778
syringe,7,5.469,2.372,3.438,1.731
system,6,3.813,2.157,4.771,1.044
table,5,3.357,1.674,5.129,0.609
table (chart),5,2.943,1.851,4.971,1
table (desk),5,3.171,1.828,5.2,0.821
tablespoon,10,2.636,1.611,5.485,0.892
taboo,5,5.657,2.39,3.206,1.255
tact,4,3.677,2.232,5.758,1.457
tail,4,3.939,1.89,5,0.935
take,4,4.265,2.368,4.382,1.213
tale,4,5.029,2.407,5.889,1.37
talent,6,6.515,1.725,7.594,1.247
talented,8,6.588,1.647,8.206,0.719
tall,4,5.094,2.323,6.324,1.181
tame,4,3.424,1.81,5.485,1.459
tamper,6,4.706,1.963,3.147,1.309
tandem,6,4.036,2.009,5.5,1.148
tangerine,9,4.343,2.124,5.743,0.905
tango,5,5.879,2.056,5.912,1.358
tango (dance),5,6.5,1.819,6.559,1.117
tango (drink),5,4.5,2.159,5.813,1.31
tank,4,4.457,2.285,4,1.74
tank (army),4,4.25,2.693,3.355,1.536
tank (fish),4,3.471,2.047,5.371,1.149
tank (storage),4,3.265,1.99,5.412,0.878
tanker,6,3.655,2.005,4.3,1.32
tape,4,3.171,1.812,5.086,0.732
taper,5,3.393,1.543,5.039,0.517
tapestry,8,3.743,2.26,5.909,1.055
tarantula,9,5.618,2.612,3.382,1.715
target,6,5.594,1.982,5.212,1.805
tariff,6,3.059,1.679,4.059,1.259
taser,5,5.594,2.511,2.656,1.162
taste,5,6.182,2.022,6.882,1.255
tasty,5,6.912,1.422,7.647,1.391
taught,6,5.156,1.752,6.406,1.296
taxi,4,4.75,1.904,5.29,1.113
teach,5,4.9,2.006,7.182,1.507
teacher,7,4.97,1.85,6.364,1.755
team,4,4.968,1.675,6.807,1.424
tease,5,6.774,1.66,4.625,1.576
teasing,7,5.943,1.739,4.515,1.828
teaspoon,8,3.182,2.249,5.343,0.791
technical,9,3.714,1.596,5.171,1.159
technicality,12,4.171,1.949,4.257,1.317
technician,10,3.094,2.006,5.515,1.104
tedious,7,2.912,1.884,2.771,1.587
teeth,5,4.548,1.793,5.433,0.989
telephone,9,4,2.391,5.382,0.94
telescope,9,4.735,1.945,5.758,1.232
television,10,4.969,2.069,5.686,1.526
temerity,8,4.077,2.165,4.25,1.521
tempest,7,5.923,2.218,3.462,1.365
temple,6,4.529,2.278,5.706,1.741
temple (forehead),6,3.941,2.209,5.235,0.842
temple (worship),6,4.455,2.076,5.697,2.096
tempo,5,4.771,2.281,5.514,1.131
tempt,5,6.029,1.599,4.177,1.317
temptation,10,6.914,1.556,4.294,1.672
tendency,8,3.824,1.706,4.765,0.644
tender,6,5.303,2.355,7.061,1.613
tender (sensitive),6,5.286,2.385,5.879,1.771
tender (soft),6,6.257,1.842,7.086,1.36
tennis,6,4.677,2.319,5.871,1.385
tense,5,4.114,2.29,3.571,1.44
tense (strained),5,5.147,2.303,2.971,1.341
tense (verb),5,3.515,2.231,4.303,1
tension,7,5.625,2.162,3.364,1.096
tent,4,3.629,2.071,4.857,0.96
tepid,5,2.871,1.661,4.035,1.098
termite,7,3.406,2.206,3.412,1.375
terrible,8,6.031,1.828,1.697,0.937
terrific,8,7.121,1.43,8.394,1.179
terrify,7,6,2.646,1.941,0.906
terrifying,10,5.457,3.111,1.824,0.746
terror,6,5.794,2.598,1.677,0.794
terrorist,9,5.735,2.682,1.543,0.769
test,4,4.242,2.31,3.514,1.228
text,4,4.529,2.186,5.371,1.044
text (phone message),4,5.514,2.407,6.114,1.489
text (written work),4,3.606,2.103,5.546,1.437
texture,7,4.4,2.194,5.543,0.84
thank,5,5.156,2.002,7.469,1.299
thankful,8,5.629,2.403,7.6,1.101
thanks,6,5.5,1.92,7.515,1.077
theatre,7,6.121,1.903,6.636,1.514
theatrical,10,6.606,2.201,5.971,1.464
thematic,8,4.261,2.211,5.25,1.043
theme,5,4.697,2.052,5.515,1.598
theologian,10,3.5,2.353,5.222,1.397
theology,8,4.226,2.195,5.03,1.696
theoretical,11,3.727,2.093,5.656,1.189
theory,6,4.257,2.005,6.118,1.157
therapist,9,4.588,2.144,5.471,1.613
therapy,7,4.743,1.713,6.235,1.496
thermometer,11,3.706,2.066,4.941,0.838
thesaurus,9,3.758,2.375,5.912,1.121
thick,5,3.394,2.088,4.303,1.359
thicket,7,3.688,2.113,4.897,1.062
thief,5,6.156,1.481,2.182,1.167
thigh,5,4.75,2.165,5.167,1.036
thighs,6,5.714,2.159,5.429,1.294
thimble,7,3.594,1.783,5.2,0.653
thin,4,3.758,2.31,4.636,1.666
thinner,7,4.765,2.184,5.206,1.891
third,5,3.567,1.647,4.807,1.176
thirst,6,4.969,1.976,3.75,1.275
thirsty,7,4,1.925,3.618,1.058
thistle,7,4.733,1.843,5.645,1.427
thorn,5,4.5,1.768,3.324,1.077
thought,7,5.364,2.129,6.559,1.769
thoughtful,10,5.455,2.162,7.813,0.982
thoughtless,11,3.882,1.967,2.529,1.064
threat,6,5.457,2.644,1.943,0.893
threatening,11,5.324,2.285,1.882,0.832
thrifty,7,5.065,1.999,5.849,1.76
thrill,6,7.485,1.579,7.529,1.218
thrilling,9,7.152,1.672,7.543,1.024
throat,6,3.886,1.617,5.057,0.754
throne,6,6.029,2.104,5.971,1.797
throw,5,4.546,2.258,4.667,1.341
thrust,6,6.771,1.514,4.857,0.96
thumb,5,3.529,1.989,5.206,0.932
ticket,6,4.788,1.903,5.457,1.104
ticket (admission),6,4.758,2.475,6.029,1.134
ticket (parking),6,3.722,2.456,3.029,1.993
tickle,6,6.688,2.128,6.75,1.5
ticklish,8,6.353,1.661,6.242,1.393
tidy,4,5.294,2.432,7.314,1.26
tie,3,3.5,1.92,4.909,0.621
tie (bind),3,5,1.879,4.677,1.156
tie (neck),3,3.853,2.031,5.265,1.12
tie (stalemate),3,3.807,1.941,4.829,0.736
tiger,5,6.235,2.25,5.667,1.172
tight,5,4.788,2.267,4.364,1.473
till,4,3.265,1.96,5,0.651
tilt,4,3.771,1.623,5,0.756
time,4,3.903,1.89,5.625,1.672
timid,5,3.936,1.703,3.094,1.234
tinsel,6,5.032,2.389,6,1.696
tiny,4,3.969,1.686,4.636,1.039
tire,4,2.939,1.757,3.824,1.2
tired,5,3.161,1.868,3.406,1.114
titan,5,5.906,2.429,5.727,1.483
titanic,7,4.242,2.511,3.794,2.011
titanic (ship),7,4.969,2.298,3,1.299
titanic (size),7,5.265,2.33,5.294,1.296
toad,4,3.546,2.061,4.394,1.013
toast,5,4.656,2.159,6.294,1.466
toast (bread),5,3.909,2.261,6.118,1.207
toast (speech),5,4.743,2.156,6.559,1.288
toaster,7,3.688,2.098,5.618,0.94
tobacco,7,3.441,1.988,3.118,1.567
toddler,7,4.182,2.037,6.324,1.3
toe,3,3.286,1.86,4.714,1.058
toes,4,3.257,1.826,4.857,0.99
toga,4,4.182,2.181,5.515,0.925
toilet,6,3.6,2.031,4.486,1.131
toll,4,3.029,1.562,3.788,1.008
tomahawk,8,6,1.835,3.95,1.532
tomato,6,3.206,1.922,5.629,1.017
tomb,4,5.133,2.446,3.065,1.294
tone,4,4.743,2.346,5.343,0.924
tone (colour),4,4.364,1.904,5.667,1.247
tone (music),4,5.412,1.942,6.394,1.301
tone (voice),4,5.471,2.118,5.629,0.988
tongue,6,5.515,2.324,5.576,1.232
tool,4,3.629,2.071,5.059,1.211
tooth,5,4.226,1.963,5.406,0.701
toothache,9,5.03,2.588,2.235,1.214
toothbrush,10,2.765,1.535,5.559,1.063
top,3,4.457,2.182,5.971,1.15
top (apex),3,4.516,2.093,6.531,1.768
top (shirt),3,4.324,2.152,5.629,0.897
top (spinning),3,3.97,2.081,5.424,0.889
torch,5,4.559,1.752,5.829,1.276
torch (burn),5,5.438,2.537,4.152,1.654
torch (flashlight),5,4.294,2.108,5.912,1.463
torment,7,6.194,2.054,1.939,1.229
tornado,7,5.909,2.479,2,1.5
tortoise,8,4.194,2.306,5.781,1.243
torture,7,4.677,3.075,1.515,1.395
torturer,8,5.438,2.904,1.438,0.704
toss,4,4.257,1.872,4.286,0.913
tosser,6,5.333,2.531,2.265,1.22
toucan,6,4.267,1.825,5.807,1.378
touch,5,6.235,1.832,6.471,1.218
touchy,6,4.914,2.034,4.212,1.533
tough,5,4.636,2.057,4.636,1.936
tour,4,4.771,1.853,5.794,1.132
tourist,7,4.971,1.807,5.314,1.326
toward,6,4.441,1.973,5.824,0.857
towel,5,3.419,1.792,5.8,1.275
tower,5,4.382,1.815,5.2,0.92
town,4,4.788,1.513,5.576,1.074
toxic,5,5.8,2.573,1.859,1.073
toxin,5,5.353,2.363,2.471,1.144
toy,3,5.606,1.999,6.471,1.519
toys,4,5.441,2.032,6.606,1.278
trace,5,3.656,1.796,5,0.894
trace (copy),5,3.059,1.571,4.853,0.974
trace (small amount),5,3.636,1.839,4.688,0.95
track,5,4.1,1.66,5.367,0.836
traction,8,3.531,1.62,5.2,1.077
traction (grip),8,4.294,2.19,5.371,1.098
traction (medical),8,3.24,1.773,4.708,1.172
tractor,7,3.382,1.572,5.324,0.674
trade,5,3.849,1.956,5.677,1.104
traffic,7,4,1.904,3,1.32
tragedy,7,6.688,1.927,1.576,0.74
tragic,6,6.152,2.376,1.727,1.162
trailer,7,3.633,1.56,5.031,0.637
train,5,3.846,1.808,5.791,1.1
train (bridal),5,4.455,2.463,6.152,1.672
train (practice),5,5.235,2.184,6.647,1.135
train (procession),5,3.735,1.771,5.219,0.739
train (vehicle),5,3.743,1.842,5.286,1.002
trainer,7,4.433,2.432,5.548,1.24
trainer (coach),7,4.727,1.958,5.735,1.335
trainer (shoe),7,3.727,2.192,5.879,1.174
traitor,7,5,2.818,1.912,1.121
tram,4,3.576,1.615,5,0.817
trample,7,4.75,2.305,2.875,1.111
trampled,8,4.971,2.189,2.333,1.035
trance,6,5.061,1.825,5.088,1.292
tranquil,8,3.313,2.083,7.697,1.029
transit,7,3.125,1.763,4.909,0.965
transition,10,4.206,2.22,5.5,1.219
transportation,14,4.188,1.895,5.471,1.091
trap,4,4.882,2.153,2.971,1.224
trapped,7,5.273,2.403,2.229,1.044
trash,5,3.353,1.861,2.943,1.17
trauma,6,5.781,2.607,1.75,1.09
traumatic,9,5.143,2.929,1.743,0.966
travel,6,7.29,1.372,6.936,1.216
traveller,9,5.636,2.294,6.313,1.467
tray,4,2.914,1.888,4.909,0.9
tread,5,3.875,1.691,4.531,0.901
treason,7,4.849,2.463,1.818,0.999
treasure,8,6.909,1.865,7.824,1.224
treasurer,9,4.029,2.242,6,1.528
treat,5,6.879,1.629,7.879,1.174
treaty,6,4.182,1.766,6.182,1.623
treble,6,4.943,2.151,5.206,1.207
treble (music),6,5.324,1.874,5.879,1.2
treble (triple),6,4.152,2.12,5.406,0.655
tree,4,4.484,2.062,6.839,1.322
trellis,7,3.136,1.766,4.8,0.8
tremble,7,5.588,1.611,3.571,0.935
trench,6,4.152,1.987,3.529,1.46
trend,5,5.091,1.865,5.548,1.643
trial,5,5.727,1.83,4,1.326
trial (courtroom),5,5.029,2.561,3.794,1.967
trial (test),5,3.912,1.634,4.121,1.273
triangle,8,3.543,2.047,5.029,0.91
triangular,10,3.25,1.984,4.969,0.684
tribal,6,5.147,2.002,5.677,1.3
tribe,5,5.226,1.791,5.844,1.394
tribute,7,4.875,2.012,6.618,1.534
trick,5,5.212,1.935,3.886,1.652
tricky,6,4.968,1.992,3.515,1.131
trim,4,3.353,1.845,5.294,0.925
trimmer,7,3.121,1.591,4.758,0.854
trinity,7,4.367,2.089,5.5,1.414
trinket,7,5.094,1.508,5.906,1.011
trio,4,4.265,2.355,5.576,1.045
triple,6,4.563,2.106,5.742,1.106
tripod,6,2.613,1.698,5.265,0.699
triumph,7,7.088,1.616,8.2,1.116
triumphant,10,6.857,1.838,8.2,0.855
troll,5,4.324,2.676,3.029,1.298
trophy,6,6.4,1.727,7.543,1.36
trot,4,3.697,2.263,4.97,1
trouble,7,6.029,2.384,2.457,1.317
troublesome,11,4.714,2.185,2.576,1.045
troubling,9,5.25,2.046,2.313,0.982
trousers,8,3.515,1.828,5.294,0.859
trout,5,2.886,1.669,5.114,1.368
truce,5,4.531,1.768,6.968,1.356
truck,5,3.677,2.011,4.706,0.925
TRUE,4,5.743,1.991,7.914,1.296
trumpet,7,4.818,1.976,5.636,1.202
truncheon,9,3.875,2.333,3.5,1.323
trunk,5,3.324,1.693,4.706,1.016
trunk (elephant),5,4.143,1.944,5.882,0.993
trunk (luggage),5,3.118,1.694,5.177,1.014
trunk (tree/body),5,4.059,1.999,5.441,0.847
trust,5,5.147,2.031,7.406,1.455
trustee,7,3.853,2.017,6.086,1.156
trustworthy,11,5.667,2.113,8.581,0.661
truth,5,6.177,1.992,7.686,1.141
tsunami,7,5.818,2.222,1.636,0.81
tube,4,3.364,1.856,4.844,1.093
tubular,7,3.107,1.877,5,0.679
tulip,5,3.971,1.993,6.943,1.286
tumble,6,4.546,1.827,3.971,1.043
tumbler,7,3.719,1.79,5.121,1.297
tumour,6,5.516,2.734,1.344,0.69
tune,4,5.742,1.759,6.469,1.145
turf,4,4.267,1.459,4.871,0.793
turtle,6,4.088,2.306,6.088,1.222
TV,2,4.824,2.695,5.706,1.637
tweed,5,3.967,1.871,5.065,1.014
tweet,5,4.471,2.132,5.636,1.275
tweet (bird),5,4.853,2.144,6.353,1.57
tweet (Twitter),5,4.091,2.234,5.171,1.298
tweezers,8,3.765,2.129,5,0.756
twig,4,3.257,1.872,5.314,0.747
twilight,8,5.576,1.843,6.152,1.158
twin,4,4.147,2.102,5.571,0.838
twins,5,4.941,1.878,6.061,1.013
Twitter,7,4.235,2.276,4.943,1.393
type,4,3.353,1.747,5.273,0.789
type (category),4,3.343,1.912,5.029,0.707
type (typeface),4,2.75,1.696,5.281,0.874
typewriter,10,3.485,1.777,5.394,1.179
typhoon,7,6.455,2.105,3.25,2
tyranny,7,5.719,2.503,1.844,1.149
tyrant,6,5.355,2.363,2.097,1.467
tyre,4,3.088,1.652,5.031,0.77
ugly,4,4.147,2.251,2,1.128
ulcer,5,3.657,1.999,2.912,1.422
umbrella,8,4.029,2.269,5.618,1.237
unbelievable,12,6.441,2.131,5.353,1.473
uncle,5,3.871,1.773,5.968,1.492
uncomfortable,13,4.469,2.358,2.697,1.058
under,5,4.2,1.973,4.29,1.223
underworld,10,5.909,2.234,3.364,1.534
undesirable,11,3.727,2.178,1.97,0.87
uneasy,6,4.4,2.417,2.8,0.888
unfaithful,10,4.419,2.78,1.424,0.653
unhappy,7,3,1.534,1.971,1.383
unicorn,7,6.03,1.915,7.257,1.461
unify,5,5.688,2.022,7.5,1.173
unique,6,6.839,1.687,7.484,1.103
unit,4,2.943,1.82,5.242,0.986
unit (item),4,3,1.832,5.03,0.46
unit (measure),4,2.941,1.714,4.971,0.56
unite,5,5.455,1.892,7.515,1.131
universal,9,5.969,1.992,6.971,1.445
universe,8,6.364,2.101,6.853,1.438
university,10,6,2.268,7.4,1.047
unsuccessful,12,3.242,2.06,1.882,0.867
untroubled,10,4,2.028,6.912,1.522
unusual,7,5.242,2.349,5.029,1.483
up,2,5.229,2.139,6.265,1.146
upgrade,7,5.6,2.167,7.2,1.489
upheld,6,3.606,1.984,6.364,1.473
uphold,6,4.229,1.958,6.257,1.461
upkeep,6,3.794,2.055,5.588,1.353
uplift,6,5.824,1.706,7.548,1.103
uplifting,9,6.97,2.096,8.235,0.972
upset,5,4.114,2.605,1.889,0.994
upset (sad),5,4.656,2.245,1.939,0.776
upset (unbalance),5,4.5,2.159,2.412,1.166
upset (unlikely victory),5,5.375,2.302,3.909,2.08
upward,6,5.875,1.98,6.394,1.65
urban,5,4.118,1.891,5.177,0.89
urge,4,5.97,1.834,4.471,1.289
urgent,6,6.594,2.09,4.032,1.576
urine,5,2.971,1.874,4.257,0.996
use,3,4.364,1.685,5.226,1.038
used,4,3.909,1.99,3.471,1.419
useful,6,4.563,2.164,7.588,1.141
useless,7,3.618,1.879,2.242,0.954
usher,5,3.857,2.1,4.8,0.98
usual,5,3.03,1.977,5.406,0.964
utensil,7,2.941,1.814,5.371,1.311
vacant,6,3.656,1.994,4.088,1.483
vacation,8,5.914,2.792,7.667,1.627
vaccinate,9,4.813,2.157,6.375,1.867
vaccination,11,3.943,1.985,6.057,1.881
vaccine,7,4.871,1.996,7.091,1.694
vacuum,6,3.967,1.958,4.871,1.039
vagina,6,7.152,1.794,5.97,2.022
vague,5,3.313,1.57,3.875,0.893
vain,4,4.636,2.254,2.971,1.505
valentine,9,6.364,2.199,7.03,1.425
valley,6,4.059,1.814,6.147,1.167
valour,6,5.179,2.221,6.643,1.817
valuable,8,6.242,1.652,7.588,1.141
value,5,5.143,1.915,6.353,1.532
vampire,7,5.849,2.204,3.743,1.227
van,3,2.714,1.504,4.8,0.524
vandal,6,4.6,2.308,2.029,0.878
vanish,6,5.121,2.728,4.152,1.373
vanity,6,4.514,1.918,3.177,0.984
vaporize,8,4.771,2.474,4.5,1.334
vapour,6,4.697,2.096,4.875,0.927
varied,6,4.531,2.332,5.941,1.259
various,7,4.471,2.132,5.4,1.047
varnish,7,3.581,1.661,5.29,0.887
vary,4,4.03,2.195,5.406,0.931
vase,4,3.559,1.834,5.6,0.962
vast,4,5.839,2.034,5.781,1.192
veal,4,3.879,2.371,4.594,1.296
vegetable,9,3.294,1.871,5.588,1.216
vehicle,7,4.097,2.205,5.438,1.059
veil,4,4.171,2.063,5.4,1.314
vein,4,4.147,2.046,4.667,1.511
veins,5,4,1.741,5.387,1.236
velocity,8,5.394,2.309,5.529,1.064
venom,5,5.353,2.622,2.576,0.922
venture,7,6,2,6.647,1.082
verb,4,3.455,1.742,5.29,1.141
verbal,6,4.706,1.84,5.429,0.838
verge,5,4.697,1.867,4.618,1.164
verse,5,3.6,2.167,5.743,1.155
verse (poetry),5,4.813,1.74,6.281,1.397
verse (stanza),5,3.429,1.887,5.457,1.104
version,7,3.647,1.607,5.118,0.631
versus,6,5.125,2.233,4.212,1.094
vessel,6,3.029,1.505,5.088,1.269
vest,4,3.324,1.966,5.235,0.842
vestibule,9,3.25,1.762,5,0.577
vet,3,3.829,1.828,5.714,1.733
vet (investigate),3,3.933,2.097,4.788,1.066
vet (veteran),3,4.229,2.001,5.514,1.402
vet (veterinarian),3,4.2,1.909,6.2,1.527
vicar,5,2.484,1.434,5.188,1.261
vicious,7,6.516,1.794,1.936,0.801
victim,6,5.486,2.298,1.829,0.971
victory,7,7.086,1.933,8.364,0.948
video,5,5.758,1.741,5.813,1.379
vigilance,9,5.5,1.984,5.897,1.605
vigilant,8,5.206,2.193,6.182,1.313
vigorous,8,7.206,1.568,5.722,1.85
vigour,6,6.655,1.421,6.333,1.619
vile,4,5.594,2.396,1.788,1.122
village,7,3.955,1.854,5.708,1.249
vinegar,7,3.969,1.928,4.182,1.381
viola,5,5.029,2.079,5.771,0.959
violate,7,4.529,2.379,2.03,1.087
violation,9,4.824,2.618,2.114,1.166
violence,8,5.879,2.544,1.559,1.09
violent,7,5.771,2.652,1.824,0.821
violet,6,4.677,2.335,6,1.393
violin,6,5.094,2.052,6,1.244
virgin,6,4.882,2.41,5.294,1.563
virile,6,5.222,2.47,5.16,2.148
virtue,6,5.471,2.047,7.618,1.553
virtuous,8,5.733,2.048,7.188,1.55
virus,5,3.849,2.463,2.486,1.592
visa,4,4.152,2.162,5.382,1.189
vision,6,4.844,2.464,6.629,1.587
vision (dream),6,6.625,1.833,6.906,1.208
vision (sight),6,5.294,2.037,6.971,1.465
visit,5,4.875,2.027,6.286,1.209
vitamin,7,4.613,1.62,6.546,1.373
vivid,5,6.941,1.893,7,1.029
vocation,8,4.333,1.87,6.094,1.284
vodka,5,5.765,2.184,5.03,1.8
voice,5,5.629,1.987,5.971,1.159
void,4,4.375,2.355,3.343,1.351
volcano,7,7.563,1.223,3.968,1.356
vole,4,3,1.509,5.143,0.693
volume,6,5.212,1.911,5.288,1.165
volume (amount),6,3.667,2.331,5.333,0.682
volume (loudness),6,6.029,2.049,5.029,1.2
voluminous,10,5.483,2.127,6.448,1.522
vomit,5,3.118,2.529,2.543,1.48
vote,4,4.906,1.86,6.344,1.533
voter,5,3.212,1.903,5.571,1.479
vow,3,5.583,2.361,7.143,1.869
vowel,5,3.212,1.701,5.367,1.016
vows,4,5.235,2.115,6.382,1.609
voyage,6,6.629,1.267,6.686,1.389
voyager,7,5.906,2.283,6.406,1.142
vulgar,6,5.471,1.989,2.294,1.404
vulture,7,4.529,2.018,2.97,1.507
wagon,5,3.71,1.835,5.035,0.809
waist,5,4.576,1.985,5.265,1.009
waistcoat,9,3.677,2.111,5.4,0.869
wait,4,2.794,1.568,4.118,1.182
waiter,6,3.903,1.873,5.667,1.035
waitress,8,3.727,2.273,5.813,0.808
wake,4,5.125,1.746,5.194,1.512
wake (awake),4,5.559,2.117,5.971,1.748
wake (funeral),4,2.485,1.654,2,1.561
wake (ship),4,3.767,2.404,5.303,1.167
wall,4,2.75,1.601,4.697,1.218
wallet,6,5.03,1.605,5.313,1.074
walnut,6,3.091,1.764,5.364,0.948
walrus,6,3.939,2.386,5.629,1.354
waltz,5,5.219,1.916,6.438,1.171
wand,4,5.774,1.754,6.25,1.118
wank,4,6.353,2.154,4.677,2.04
wanker,6,5.939,2.616,1.667,0.876
war,3,5.844,3.012,1.412,0.878
warble,6,3.808,2.167,4.704,1.511
ward,4,3.412,1.912,4.514,1.381
ward (child),4,3.931,1.837,5.462,1.216
ward (hospital),4,3.471,2.004,4.206,1.762
wardrobe,8,3.546,2.119,5.235,0.877
warehouse,9,2.882,1.451,4.697,0.797
warm,4,5.857,2.193,7.743,1.051
warmth,6,6.375,2.219,7.969,0.883
warn,4,5.457,2.169,3.8,1.753
warning,7,5.588,2.602,2.824,1.581
warrant,7,4.121,1.996,3.788,1.32
warrant (justify),7,4.152,2.002,5.829,1.502
warrant (search),7,4.912,1.961,3.059,1.259
wart,4,3.364,2.397,2.485,1.234
wasp,4,5.424,2.425,2.697,1.243
waste,5,3.559,1.988,2.177,1.124
wasteful,8,4.258,2.271,2.156,0.795
watch,5,4.406,1.73,5.438,0.788
watch (look),5,4.486,1.933,5.118,1.022
watch (wrist),5,3.758,2.016,5.529,0.737
water,5,4.857,2.016,6.882,1.43
waterfall,9,6.147,1.942,6.618,1.456
wave,4,6.061,1.953,6.324,1.366
wave (gesture),4,4.818,2.139,6.455,1.018
wave (water),4,5.471,2.523,6.086,1.663
weak,4,2.613,1.384,2.419,1.04
weakness,8,3.546,2.217,2.294,1.044
wealth,6,6.25,2.165,7.235,1.554
wealthy,7,5.939,2.282,7.029,1.765
weapon,6,5.188,2.43,2.344,1.406
weary,5,2.8,1.687,3.206,0.867
weasel,6,4.219,2.204,3.441,1.459
weave,5,3.625,1.728,5.333,1.005
web,3,4.546,2.148,5.853,1.396
web (internet),3,5.912,2.267,6.429,1.644
web (spider),3,3.588,2.074,4.515,1.48
wed,3,5.03,1.93,6,1.651
wedding,7,6.849,1.828,7.829,1.444
wee,3,3.588,1.865,4.914,1.317
week,4,3.581,1.642,5.355,0.863
weekend,7,6.441,1.943,7.774,1.156
weigh,5,4.546,1.827,4.5,1.275
weight,6,4.257,2.169,4.343,1.453
weird,5,5.091,2.575,4.182,1.731
weirdo,6,4.971,2.158,2.853,1.647
welcome,7,5.057,1.999,7.382,1.284
welfare,7,4.125,1.798,5.323,2.006
well,4,4.576,2.216,6.765,1.436
well (healthy),4,5.114,2.252,8.514,0.806
well (water),4,3.758,1.923,6.645,1.259
wench,5,4.194,2.039,3.667,1.295
whale,5,4.206,2.233,5.829,1.363
whalebone,9,3.72,1.887,5,0.555
wharf,5,3.24,2.122,5.042,0.841
wheat,5,3.273,1.71,5.677,1.077
wheel,5,3.6,1.625,5.429,1.077
wheelbarrow,11,3.647,2.056,5.061,0.814
which,5,2.344,1.613,5,0.586
whiff,5,3.771,1.658,4.152,1.209
whimper,7,4.194,2.007,3.152,0.892
whine,5,3.588,2.238,2.6,0.932
whip,4,6.581,1.7,4.094,1.684
whisker,7,3.667,1.955,5.636,1.096
whisky,6,5.727,1.78,5.613,1.36
whisper,7,5.281,1.891,5.313,1.102
whistle,7,5.152,1.987,5.657,1.145
white,5,4.406,1.693,5.452,0.91
whole,5,4.313,2.053,6.882,1.323
wholesale,9,3.353,2.14,5.314,1.526
wholesaler,10,3.313,2.083,5.323,0.894
whore,5,5.969,2.325,1.906,1.011
wicked,6,5.686,2.227,2.714,1.717
wife,4,5.546,2.189,6.441,1.882
wiggle,6,6.531,1.346,5.788,1.343
wigwam,6,4.29,1.971,5.6,0.987
wild,4,6.912,2.418,5.576,1.859
wildebeest,10,3.719,1.924,5.031,1.045
wilderness,10,6.543,2.089,5.571,1.975
wilds,5,5,2.03,5.2,1.19
wilt,4,3.177,1.823,3.091,1.19
win,3,7.429,1.573,8.171,0.941
wind,4,4.97,2.067,4.424,1.688
wind (breeze),4,4.829,2.21,5.265,1.093
wind (wrap around),4,3.765,2.073,5.294,1.151
windmill,8,3.882,1.891,5.645,1.064
window,6,3.636,1.982,5.486,0.841
wine,4,5.618,2.601,6.229,1.605
wing,4,4.125,2.315,5.485,1.417
wing (building),4,3.697,1.732,4.97,0.627
wing (improvise),4,5.824,2.162,5.706,1.446
wing (plane),4,4.313,1.991,5.182,0.796
wink,4,6.429,1.661,6.441,1.034
winner,6,6.971,1.636,7.853,1.24
winter,6,4.457,1.918,5.114,1.6
wiped,5,3.844,1.77,4.667,1.146
wire,4,3.647,1.532,4.758,0.889
