sentence,Valence,Arousal
like you sign up because you need money and,1.5,1.5
"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",3.0,3.3333
"listen Oh I'm sick and tired of listening to you, you damn sadistic bully.",1.5,4.5
little vampire And I hope to God I never set eyes on you as long as I live.,1.5,4.0
"living near campus, and not going to school.",4.0,3.0
"living near the U.S.C. campus by myself, not going to school there. just really pathetic and sad.",4.0,3.5
"local business in- in the area and I can't- I can't get anything.  Like, nobody -",2.3333,3.3333
"look at me, like, you know. I mean, Hey, I- it took me, you know, like six years to get where I am now. I mean-",3.0,3.5
look-- It's  been- it's been two hours.  Can you please just make this easier on me and just go and get the form?  It's not- it's really not,1.5,4.0
"lost my luggage. I didn't lose it. No, it's not like I left it somewhere and somebody took it.",2.0,3.0
lost my luggage. Your airline--,2.5,2.0
lots of drunk frat boys,3.0,2.0
lots of money and,2.5,2.0
make my life a lot easier.,4.0,4.0
makes up?,2.5,2.5
"maybe - maybe take up painting, I don't know, you know.",3.0,2.6667
maybe get a car.,3.0,2.5
maybe get some vacation-- --once it quiets down there.,2.0,2.5
"maybe just a little, but--",2.5,2.5
"me, oh my god.",1.5,2.5
me.,4.0,4.0
"metastasized and it was old and they knew that it wasn't looking good, but-",1.5,2.0
no,2.0,2.5
no one else would talk to me but he would.,2.0,2.0
"no, So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and --",3.5,4.0
"no, it's just seaweed, isn't it?  Oh, man, this is great.  I wouldn't miss this for anything.  I mean, think about this.  I know you're not interested, but just think about this for a minute.",3.5,3.0
"no, that's just seaweed, isn't it? This is great, isn't it?",3.5,4.5
"not being able to see anyone again, who knows where they really went, you know. I mean, I guess we can just hope that wherever they are now if it's anywhere that it's better I mean.",2.0,3.0
"not tall enough, not pretty enough, not--you know how this place is.",2.5,2.5
not yet.,3.5,2.5
"of getting my sixteen dollars back. It fine, no honestly.",2.5,3.0
of the money that I was charged that I didn't make those calls.,1.5,3.5
"oh God, I kissed you.  I kissed Annie.  How long--how long I've been waiting to kiss you.",5.0,4.5
"oh man. Like a kid, it's amazing I got out of the house with my fly zipped.",4.0,3.5
oh really?,4.0,3.5
oh yeah.,4.0,3.1666666666666665
oh! Marry you again? I wouldn't marry you again if you came crawling to me on bended knee.,1.0,5.0
"oh, God I kissed Annie.  I kissed Annie. I can't How long have I waited to do that?",4.5,4.5
"oh, I don't remember.  Everybody Says I Love You with Drew Barrymore...no you haven't seen it?  Okay.",3.5,4.0
"oh, She's back at work. yeah.",3.0,3.0
"oh, Snap, snap, snap.  Like a little Adder.",2.0,3.5
"oh, Theater. yeah, yeah.",4.0,3.5
"oh, We'll do it in town.",4.0,3.0
"oh, good good good good good good.",4.5,3.5
"oh,I'm so glad.",4.5,2.5
oh-,3.944433333333334,2.8333333333333335
oh.,4.0,2.3
oh...,5.0,2.5
oh...[LAUGHTER],4.0,4.0
okay fine.,2.0,2.5
"okay so I'm getting on my jacket and putting out the animals, getting the car out of the garage-",3.0,3.5
"okay, just go back and fill it out real quick and I'm sorry, you have to get back in line and wait. I can't let you cut.",3.0,3.3333
okay.,2.666675,2.833325
okay.  Well I'm not going to be undecided forever. [LAUGHTER],4.5,4.5
"okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.",3.5,3.0
on another-,1.5,3.0
"open that new bank account, drive the new car and see the new refrigerator",3.0,3.5
or I can't go behind there- you can go behind this person's desk and just grab the form. So if you could just do that; that would help me out a lot.,2.5,3.5
or some- some large percent of- of success.,3.0,2.5
"or, um, campus cruiser.  You can drive people around.",3.5,2.5
"out to- out to dinner you know and do the troops to California, I mean.",2.0,2.0
party.,4.5,4.0
people wouldn't Fly our airline.,3.0,2.0
"perhaps maybe you should've had more brandy, it might've made you a little less disagreeable.",3.0,3.5
pig,1.0,4.5
plan everything.  So then you can make sure that no one gets attacked by bears.,4.0,3.0
"pretend like your on a rotary phone, goes straight through to a person.",3.6667,3.6667
probably even talk to--,2.5,2.5
putting your best foot forward? or you,3.0,2.5
"really hard to imagine that like you're going to continue to live, and that person's just going to have stopped.",2.0,3.5
refund--coverage of the bag that was lost. yes,3.0,2.0
right into my ear so that I could hear them as much as- so that I could feel them as much as hear them.,4.0,4.0
right.,2.5,2.75
see where it came from originally. I mean it seems like-,2.0,3.5
see.,2.5,3.0
seems so silly to go on and on and on with such a thing.,2.0,3.0
"she's who I know best. I know her since I- I was a kid I grew up with her.  When I think of somebody for my wife these days, I I think of Annie.  What do you want, a diagram?",2.0,4.0
shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.,1.0,4.5
sign away your luggage to the,3.0,2.5
"sir, listen to me.  Your luggage is still in Baltimore.",2.5,3.5
six four nine four,3.0,2.5
"six four nine four. That would be so great, thank you so much.",4.0,3.0
so I was there for him.,2.0,2.0
so I-I talked to some of the crew before hand and-,4.0,3.5
"so beautiful, full moon.",4.0,3.0
so cute.,4.3333,3.6667
"so if it's back there or something, if there is something you can do",2.5,4.0
so it is a little a little hard in that situation if you want -- you know you can -um- we can- we can issue another credit card.,3.3333,2.6667
so loving everybody you know.,3.0,2.0
"so many things, you know?",2.0,2.5
so wrong in so many ways.,2.0,1.5
so you flew in from Atlanta...,3.0,3.5
somebody who knew how to enjoy herself and didn't take everything so hard.,2.0,4.0
something happens and they die and it's like-,2.0,3.0
somewhere out there is a giant mass of silver fish all swimming in this direction.  They don't know why they're doing it.  We don't know why they're doing it.  They didn't- It wasn't a decision.  No one took a vote.  Nobody sent them an invitation or a map or anything like that.  It was just some internal time release fire cracker that went off. And all as one they turned around and formed this giant line as long as the California coastline and they just started swimming.  They are swimming right now at this very moment.   And And-,4.5,5.0
sure.  And that was it.,4.5,3.0
"take off the charges that came from like Nebraska or wherever because, obviously, I didn't make those.",2.0,4.5
"tell them about me and show them pictures of me and everything like that, because they are not going to see me for such a long time.  And it's such an important time and I just don't want to miss it.",1.3333,4.0
terms and conditions- in the agreement of purchasing a ticket. Most people frequently look it over,3.0,2.0
"thank you, what's the number?",3.5,3.0
"that happened, you know, that was going on.",3.0,3.0
"that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that.",2.0,4.0
that includes me.  And your money there's nothing wrong in your money.  Your father put hundreds of planes in the air.,3.0,4.0
"that might be like fifty dollars okay, but this - I- [garbage] I had like thousands of dollars worth of stuff in that suitcase.",1.5,4.5
"that she gave to me earlier. And she said oh, I gave you the wrong one by accident.  So I was hoping I could just fill out a new one, give it to you and sort of skip this whole line business.",2.5,3.0
the luggage was left in Baltimore.  Therefore--,3.0,3.0
"the symptoms- This [GARBAGE] a doctor's office. I'm not receiving calls...I can't receive- no, it's, it cuts me off--",1.5,3.5
"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",3.0,3.0
the way to do it.,3.5,2.0
then I got busy with work and stuff and three years go by,2.5,2.5
then that would be helpful to me because I just feel like if- you don't think you have the power to write three checks but you actually do. see?,3.0,3.5
there are- I have important things in that bag. I've got,2.5,3.5
there is nothing I can do.,2.5,2.0
"there should just be some sort of rule that people don't die until they're older, 'cause then, at least, it's expected.",2.0,2.0
"there's just like no jobs available.  I mean, it's just like, God.",2.6667,3.0
there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,2.0,2.5
"they - they, it gets shipped to somewhere else and then it's stuck somewhere and then we have no way of tracking that.",2.5,3.0
"they don't why, we don't know why. They didn't take a vote or anything; they didn't get a map or an invitation.",3.5,3.0
they have that as a major?,4.0,2.5
"they just all as one turn around and start swimming to this very point where we are standing now for one last celebration of sex and death. God, it's giving me Goosebumps.  Look at all the hairs that are standing up.",5.0,5.0
"they just turn as one and start the swim and brings them right here to this spot where we stand, for a massive celebration of sex and death.",4.0,3.5
they need me out there sooner than I thought,2.0,2.5
things just aren't what they seem.,2.0,1.5
"things that ought to matter most dreadfully don't matter at all when one's happy, do they?",3.5,4.0
"things that should matter dreadfully don't seem to matter at all when one's happy, do they?",4.0,3.5
this doesn't happen to a normal person.,2.0,3.3333
this is a big night for these guys.  Life's last orgy.,3.0,3.5
this is my business.  This is how I make money is through my phone.  It needs to be working.  Can you please help me?,1.0,4.5
this is the only track record that we have and if it's not listed here then it's probably not anywhere.,2.5,2.5
"this woman came up and, you know, it was hers. It was her person that was there.",2.5,3.0
three hours and,2.0,3.5
three two three,3.0,2.5
to help plan because I'm getting married. [LAUGHTER],4.5,4.0
"to open that bank book; to drive the new car; to see the new refrigerator.  I mean, you can take these things out of a war, but when you drive the new car, you have to know that it came out of the love a man can have for a man.",2.0,3.5
to talk to somebody but,2.5,2.5
"to you, yes.",3.5,2.5
totally.,4.0,2.0
"trying to get an answer, and no one's given me an answer.  So what are you going to do about it?",2.0,4.0
twenty bucks? Please. Go get in that line over there.,3.5,3.5
two two six six.,2.5,2.0
"uh, Carla Can I ask you a question?  no, don't get upset, but are you having your period?",3.0,3.0
"uh, taking the car out of the gara- out of the garage.",2.5,3.0
uh- the- Being flippant brings out the acid in their damned beauty and light.,3.5,4.0
uh-huh,3.6667,2.3333
